permutation,input_sample_id,brain_sample_id,kept_original_pair
183,VC-LAR-13,VC-LAR-13,True
183,VC-LAR-5,HC-LAR-13,False
184,FL-LAR-1,VC-LAR-5,False
184,FL-LAR-13,HC-LAR-13,False
184,FL-LAR-5,HC-LAR-5,False
184,HC-LAR-1,FL-LAR-1,False
184,HC-LAR-13,FL-LAR-5,False
184,HC-LAR-5,FL-LAR-13,False
184,VC-LAR-1,HC-LAR-1,False
184,VC-LAR-13,VC-LAR-1,False
184,VC-LAR-5,VC-LAR-13,False
185,FL-LAR-1,HC-LAR-5,False
185,FL-LAR-13,FL-LAR-5,False
185,FL-LAR-5,VC-LAR-1,False
185,HC-LAR-1,HC-LAR-13,False
185,HC-LAR-13,VC-LAR-13,False
185,HC-LAR-5,HC-LAR-1,False
185,VC-LAR-1,FL-LAR-13,False
185,VC-LAR-13,FL-LAR-1,False
185,VC-LAR-5,VC-LAR-5,True
186,FL-LAR-1,HC-LAR-13,False
186,FL-LAR-13,HC-LAR-5,False
186,FL-LAR-5,FL-LAR-1,False
186,HC-LAR-1,VC-LAR-13,False
186,HC-LAR-13,HC-LAR-1,False
186,HC-LAR-5,FL-LAR-5,False
186,VC-LAR-1,VC-LAR-5,False
186,VC-LAR-13,FL-LAR-13,False
186,VC-LAR-5,VC-LAR-1,False
187,FL-LAR-1,VC-LAR-1,False
187,FL-LAR-13,HC-LAR-13,False
187,FL-LAR-5,FL-LAR-1,False
187,HC-LAR-1,VC-LAR-13,False
187,HC-LAR-13,VC-LAR-5,False
187,HC-LAR-5,FL-LAR-13,False
187,VC-LAR-1,FL-LAR-5,False
187,VC-LAR-13,HC-LAR-5,False
187,VC-LAR-5,HC-LAR-1,False
188,FL-LAR-1,FL-LAR-13,False
188,FL-LAR-13,VC-LAR-5,False
188,FL-LAR-5,HC-LAR-1,False
188,HC-LAR-1,VC-LAR-1,False
188,HC-LAR-13,HC-LAR-5,False
188,HC-LAR-5,VC-LAR-13,False
188,VC-LAR-1,FL-LAR-1,False
188,VC-LAR-13,FL-LAR-5,False
188,VC-LAR-5,HC-LAR-13,False
189,FL-LAR-1,VC-LAR-5,False
189,FL-LAR-13,HC-LAR-13,False
189,FL-LAR-5,FL-LAR-5,True
189,HC-LAR-1,FL-LAR-13,False
189,HC-LAR-13,VC-LAR-1,False
189,HC-LAR-5,FL-LAR-1,False
189,VC-LAR-1,HC-LAR-5,False
189,VC-LAR-13,VC-LAR-13,True
189,VC-LAR-5,HC-LAR-1,False
190,FL-LAR-1,VC-LAR-13,False
190,FL-LAR-13,HC-LAR-13,False
190,FL-LAR-5,HC-LAR-1,False
190,HC-LAR-1,VC-LAR-5,False
190,HC-LAR-13,HC-LAR-5,False
190,HC-LAR-5,VC-LAR-1,False
190,VC-LAR-1,FL-LAR-13,False
190,VC-LAR-13,FL-LAR-5,False
190,VC-LAR-5,FL-LAR-1,False
191,FL-LAR-1,VC-LAR-5,False
191,FL-LAR-13,HC-LAR-5,False
191,FL-LAR-5,FL-LAR-1,False
191,HC-LAR-1,VC-LAR-1,False
191,HC-LAR-13,FL-LAR-5,False
191,HC-LAR-5,HC-LAR-13,False
191,VC-LAR-1,VC-LAR-13,False
191,VC-LAR-13,FL-LAR-13,False
191,VC-LAR-5,HC-LAR-1,False
192,FL-LAR-1,HC-LAR-1,False
192,FL-LAR-13,FL-LAR-13,True
192,FL-LAR-5,HC-LAR-13,False
192,HC-LAR-1,FL-LAR-5,False
192,HC-LAR-13,FL-LAR-1,False
192,HC-LAR-5,VC-LAR-5,False
192,VC-LAR-1,VC-LAR-13,False
192,VC-LAR-13,VC-LAR-1,False
192,VC-LAR-5,HC-LAR-5,False
193,FL-LAR-1,HC-LAR-1,False
193,FL-LAR-13,FL-LAR-13,True
193,FL-LAR-5,VC-LAR-1,False
193,HC-LAR-1,VC-LAR-5,False
193,HC-LAR-13,HC-LAR-13,True
193,HC-LAR-5,HC-LAR-5,True
193,VC-LAR-1,FL-LAR-5,False
193,VC-LAR-13,VC-LAR-13,True
193,VC-LAR-5,FL-LAR-1,False
194,FL-LAR-1,VC-LAR-13,False
194,FL-LAR-13,FL-LAR-1,False
194,FL-LAR-5,FL-LAR-13,False
194,HC-LAR-1,VC-LAR-1,False
194,HC-LAR-13,HC-LAR-5,False
194,HC-LAR-5,VC-LAR-5,False
194,VC-LAR-1,HC-LAR-1,False
194,VC-LAR-13,HC-LAR-13,False
194,VC-LAR-5,FL-LAR-5,False
195,FL-LAR-1,VC-LAR-1,False
195,FL-LAR-13,FL-LAR-5,False
195,FL-LAR-5,HC-LAR-13,False
195,HC-LAR-1,VC-LAR-5,False
195,HC-LAR-13,VC-LAR-13,False
195,HC-LAR-5,FL-LAR-1,False
195,VC-LAR-1,FL-LAR-13,False
195,VC-LAR-13,HC-LAR-1,False
195,VC-LAR-5,HC-LAR-5,False
196,FL-LAR-1,FL-LAR-13,False
196,FL-LAR-13,VC-LAR-13,False
196,FL-LAR-5,HC-LAR-1,False
196,HC-LAR-1,HC-LAR-13,False
196,HC-LAR-13,VC-LAR-5,False
196,HC-LAR-5,FL-LAR-5,False
196,VC-LAR-1,VC-LAR-1,True
196,VC-LAR-13,FL-LAR-1,False
196,VC-LAR-5,HC-LAR-5,False
197,FL-LAR-1,FL-LAR-13,False
197,FL-LAR-13,FL-LAR-1,False
197,FL-LAR-5,HC-LAR-1,False
197,HC-LAR-1,VC-LAR-13,False
197,HC-LAR-13,FL-LAR-5,False
197,HC-LAR-5,HC-LAR-13,False
197,VC-LAR-1,HC-LAR-5,False
197,VC-LAR-13,VC-LAR-5,False
197,VC-LAR-5,VC-LAR-1,False
198,FL-LAR-1,HC-LAR-5,False
198,FL-LAR-13,HC-LAR-1,False
198,FL-LAR-5,FL-LAR-5,True
198,HC-LAR-1,VC-LAR-1,False
198,HC-LAR-13,VC-LAR-13,False
198,HC-LAR-5,FL-LAR-1,False
198,VC-LAR-1,FL-LAR-13,False
198,VC-LAR-13,HC-LAR-13,False
198,VC-LAR-5,VC-LAR-5,True
199,FL-LAR-1,HC-LAR-5,False
199,FL-LAR-13,VC-LAR-1,False
199,FL-LAR-5,FL-LAR-1,False
199,HC-LAR-1,VC-LAR-13,False
199,HC-LAR-13,HC-LAR-13,True
199,HC-LAR-5,FL-LAR-13,False
199,VC-LAR-1,VC-LAR-5,False
199,VC-LAR-13,FL-LAR-5,False
199,VC-LAR-5,HC-LAR-1,False
200,FL-LAR-1,HC-LAR-1,False
200,FL-LAR-13,HC-LAR-5,False
200,FL-LAR-5,FL-LAR-5,True
200,HC-LAR-1,VC-LAR-1,False
200,HC-LAR-13,FL-LAR-13,False
200,HC-LAR-5,FL-LAR-1,False
200,VC-LAR-1,VC-LAR-5,False
200,VC-LAR-13,VC-LAR-13,True
200,VC-LAR-5,HC-LAR-13,False
201,FL-LAR-1,FL-LAR-13,False
201,FL-LAR-13,VC-LAR-1,False
201,FL-LAR-5,HC-LAR-5,False
201,HC-LAR-1,VC-LAR-13,False
201,HC-LAR-13,HC-LAR-13,True
201,HC-LAR-5,HC-LAR-1,False
201,VC-LAR-1,VC-LAR-5,False
201,VC-LAR-13,FL-LAR-1,False
201,VC-LAR-5,FL-LAR-5,False
202,FL-LAR-1,HC-LAR-13,False
202,FL-LAR-13,FL-LAR-13,True
202,FL-LAR-5,FL-LAR-1,False
202,HC-LAR-1,HC-LAR-1,True
202,HC-LAR-13,VC-LAR-13,False
202,HC-LAR-5,FL-LAR-5,False
202,VC-LAR-1,HC-LAR-5,False
202,VC-LAR-13,VC-LAR-1,False
202,VC-LAR-5,VC-LAR-5,True
203,FL-LAR-1,VC-LAR-5,False
203,FL-LAR-13,VC-LAR-1,False
203,FL-LAR-5,HC-LAR-5,False
203,HC-LAR-1,FL-LAR-5,False
203,HC-LAR-13,FL-LAR-13,False
203,HC-LAR-5,FL-LAR-1,False
203,VC-LAR-1,HC-LAR-13,False
203,VC-LAR-13,HC-LAR-1,False
203,VC-LAR-5,VC-LAR-13,False
204,FL-LAR-1,HC-LAR-1,False
204,FL-LAR-13,VC-LAR-13,False
204,FL-LAR-5,VC-LAR-5,False
204,HC-LAR-1,HC-LAR-5,False
204,HC-LAR-13,HC-LAR-13,True
204,HC-LAR-5,FL-LAR-1,False
204,VC-LAR-1,VC-LAR-1,True
204,VC-LAR-13,FL-LAR-13,False
204,VC-LAR-5,FL-LAR-5,False
205,FL-LAR-1,FL-LAR-5,False
205,FL-LAR-13,HC-LAR-13,False
205,FL-LAR-5,VC-LAR-5,False
205,HC-LAR-1,HC-LAR-5,False
205,HC-LAR-13,VC-LAR-13,False
205,HC-LAR-5,VC-LAR-1,False
205,VC-LAR-1,FL-LAR-1,False
205,VC-LAR-13,FL-LAR-13,False
205,VC-LAR-5,HC-LAR-1,False
206,FL-LAR-1,VC-LAR-5,False
206,FL-LAR-13,HC-LAR-5,False
206,FL-LAR-5,VC-LAR-13,False
206,HC-LAR-1,FL-LAR-1,False
206,HC-LAR-13,FL-LAR-13,False
206,HC-LAR-5,HC-LAR-1,False
206,VC-LAR-1,FL-LAR-5,False
206,VC-LAR-13,HC-LAR-13,False
206,VC-LAR-5,VC-LAR-1,False
207,FL-LAR-1,FL-LAR-1,True
207,FL-LAR-13,FL-LAR-5,False
207,FL-LAR-5,VC-LAR-13,False
207,HC-LAR-1,VC-LAR-1,False
207,HC-LAR-13,FL-LAR-13,False
207,HC-LAR-5,HC-LAR-1,False
207,VC-LAR-1,HC-LAR-13,False
207,VC-LAR-13,VC-LAR-5,False
207,VC-LAR-5,HC-LAR-5,False
208,FL-LAR-1,VC-LAR-1,False
208,FL-LAR-13,HC-LAR-1,False
208,FL-LAR-5,FL-LAR-13,False
208,HC-LAR-1,VC-LAR-13,False
208,HC-LAR-13,VC-LAR-5,False
208,HC-LAR-5,FL-LAR-5,False
208,VC-LAR-1,FL-LAR-1,False
208,VC-LAR-13,HC-LAR-13,False
208,VC-LAR-5,HC-LAR-5,False
209,FL-LAR-1,FL-LAR-1,True
209,FL-LAR-13,HC-LAR-5,False
209,FL-LAR-5,HC-LAR-13,False
209,HC-LAR-1,VC-LAR-13,False
209,HC-LAR-13,VC-LAR-1,False
209,HC-LAR-5,VC-LAR-5,False
209,VC-LAR-1,HC-LAR-1,False
209,VC-LAR-13,FL-LAR-5,False
209,VC-LAR-5,FL-LAR-13,False
210,FL-LAR-1,VC-LAR-1,False
210,FL-LAR-13,FL-LAR-5,False
210,FL-LAR-5,HC-LAR-13,False
210,HC-LAR-1,VC-LAR-5,False
210,HC-LAR-13,FL-LAR-1,False
210,HC-LAR-5,HC-LAR-1,False
210,VC-LAR-1,HC-LAR-5,False
210,VC-LAR-13,VC-LAR-13,True
210,VC-LAR-5,FL-LAR-13,False
211,FL-LAR-1,HC-LAR-1,False
211,FL-LAR-13,VC-LAR-5,False
211,FL-LAR-5,FL-LAR-1,False
211,HC-LAR-1,VC-LAR-1,False
211,HC-LAR-13,HC-LAR-13,True
211,HC-LAR-5,HC-LAR-5,True
211,VC-LAR-1,FL-LAR-13,False
211,VC-LAR-13,FL-LAR-5,False
211,VC-LAR-5,VC-LAR-13,False
212,FL-LAR-1,FL-LAR-13,False
212,FL-LAR-13,FL-LAR-5,False
212,FL-LAR-5,VC-LAR-13,False
212,HC-LAR-1,HC-LAR-5,False
212,HC-LAR-13,HC-LAR-1,False
212,HC-LAR-5,VC-LAR-5,False
212,VC-LAR-1,FL-LAR-1,False
212,VC-LAR-13,HC-LAR-13,False
212,VC-LAR-5,VC-LAR-1,False
213,FL-LAR-1,VC-LAR-13,False
213,FL-LAR-13,HC-LAR-5,False
213,FL-LAR-5,HC-LAR-13,False
213,HC-LAR-1,VC-LAR-5,False
213,HC-LAR-13,FL-LAR-5,False
213,HC-LAR-5,FL-LAR-1,False
213,VC-LAR-1,VC-LAR-1,True
213,VC-LAR-13,FL-LAR-13,False
213,VC-LAR-5,HC-LAR-1,False
214,FL-LAR-1,HC-LAR-5,False
214,FL-LAR-13,FL-LAR-5,False
214,FL-LAR-5,FL-LAR-1,False
214,HC-LAR-1,FL-LAR-13,False
214,HC-LAR-13,VC-LAR-1,False
214,HC-LAR-5,HC-LAR-1,False
214,VC-LAR-1,VC-LAR-5,False
214,VC-LAR-13,VC-LAR-13,True
214,VC-LAR-5,HC-LAR-13,False
215,FL-LAR-1,VC-LAR-13,False
215,FL-LAR-13,FL-LAR-1,False
215,FL-LAR-5,VC-LAR-5,False
215,HC-LAR-1,VC-LAR-1,False
215,HC-LAR-13,HC-LAR-5,False
215,HC-LAR-5,HC-LAR-1,False
215,VC-LAR-1,HC-LAR-13,False
215,VC-LAR-13,FL-LAR-13,False
215,VC-LAR-5,FL-LAR-5,False
216,FL-LAR-1,FL-LAR-5,False
216,FL-LAR-13,VC-LAR-5,False
216,FL-LAR-5,HC-LAR-1,False
216,HC-LAR-1,HC-LAR-5,False
216,HC-LAR-13,FL-LAR-1,False
216,HC-LAR-5,HC-LAR-13,False
216,VC-LAR-1,VC-LAR-13,False
216,VC-LAR-13,VC-LAR-1,False
216,VC-LAR-5,FL-LAR-13,False
217,FL-LAR-1,FL-LAR-1,True
217,FL-LAR-13,HC-LAR-1,False
217,FL-LAR-5,FL-LAR-13,False
217,HC-LAR-1,VC-LAR-13,False
217,HC-LAR-13,FL-LAR-5,False
217,HC-LAR-5,VC-LAR-5,False
217,VC-LAR-1,HC-LAR-5,False
217,VC-LAR-13,HC-LAR-13,False
217,VC-LAR-5,VC-LAR-1,False
218,FL-LAR-1,HC-LAR-1,False
218,FL-LAR-13,VC-LAR-5,False
218,FL-LAR-5,FL-LAR-1,False
218,HC-LAR-1,FL-LAR-13,False
218,HC-LAR-13,HC-LAR-13,True
218,HC-LAR-5,HC-LAR-5,True
218,VC-LAR-1,VC-LAR-13,False
218,VC-LAR-13,VC-LAR-1,False
218,VC-LAR-5,FL-LAR-5,False
219,FL-LAR-1,HC-LAR-1,False
219,FL-LAR-13,FL-LAR-1,False
219,FL-LAR-5,VC-LAR-1,False
219,HC-LAR-1,FL-LAR-13,False
219,HC-LAR-13,HC-LAR-13,True
219,HC-LAR-5,VC-LAR-5,False
219,VC-LAR-1,VC-LAR-13,False
219,VC-LAR-13,HC-LAR-5,False
219,VC-LAR-5,FL-LAR-5,False
220,FL-LAR-1,FL-LAR-1,True
220,FL-LAR-13,FL-LAR-13,True
220,FL-LAR-5,VC-LAR-13,False
220,HC-LAR-1,VC-LAR-5,False
220,HC-LAR-13,HC-LAR-13,True
220,HC-LAR-5,HC-LAR-5,True
220,VC-LAR-1,FL-LAR-5,False
220,VC-LAR-13,VC-LAR-1,False
220,VC-LAR-5,HC-LAR-1,False
221,FL-LAR-1,HC-LAR-1,False
221,FL-LAR-13,HC-LAR-13,False
221,FL-LAR-5,VC-LAR-13,False
221,HC-LAR-1,FL-LAR-1,False
221,HC-LAR-13,FL-LAR-13,False
221,HC-LAR-5,FL-LAR-5,False
221,VC-LAR-1,HC-LAR-5,False
221,VC-LAR-13,VC-LAR-1,False
221,VC-LAR-5,VC-LAR-5,True
222,FL-LAR-1,VC-LAR-13,False
222,FL-LAR-13,VC-LAR-1,False
222,FL-LAR-5,VC-LAR-5,False
222,HC-LAR-1,FL-LAR-5,False
222,HC-LAR-13,HC-LAR-1,False
222,HC-LAR-5,HC-LAR-5,True
222,VC-LAR-1,HC-LAR-13,False
222,VC-LAR-13,FL-LAR-1,False
222,VC-LAR-5,FL-LAR-13,False
223,FL-LAR-1,FL-LAR-13,False
223,FL-LAR-13,HC-LAR-1,False
223,FL-LAR-5,HC-LAR-13,False
223,HC-LAR-1,HC-LAR-5,False
223,HC-LAR-13,VC-LAR-13,False
223,HC-LAR-5,FL-LAR-5,False
223,VC-LAR-1,FL-LAR-1,False
223,VC-LAR-13,VC-LAR-1,False
223,VC-LAR-5,VC-LAR-5,True
224,FL-LAR-1,FL-LAR-13,False
224,FL-LAR-13,VC-LAR-1,False
224,FL-LAR-5,HC-LAR-13,False
224,HC-LAR-1,VC-LAR-13,False
224,HC-LAR-13,HC-LAR-5,False
224,HC-LAR-5,FL-LAR-1,False
224,VC-LAR-1,HC-LAR-1,False
224,VC-LAR-13,FL-LAR-5,False
224,VC-LAR-5,VC-LAR-5,True
225,FL-LAR-1,VC-LAR-13,False
225,FL-LAR-13,HC-LAR-5,False
225,FL-LAR-5,FL-LAR-13,False
225,HC-LAR-1,FL-LAR-5,False
225,HC-LAR-13,VC-LAR-5,False
225,HC-LAR-5,HC-LAR-13,False
225,VC-LAR-1,VC-LAR-1,True
225,VC-LAR-13,HC-LAR-1,False
225,VC-LAR-5,FL-LAR-1,False
226,FL-LAR-1,VC-LAR-5,False
226,FL-LAR-13,HC-LAR-13,False
226,FL-LAR-5,HC-LAR-5,False
226,HC-LAR-1,VC-LAR-13,False
226,HC-LAR-13,HC-LAR-1,False
226,HC-LAR-5,FL-LAR-1,False
226,VC-LAR-1,FL-LAR-13,False
226,VC-LAR-13,VC-LAR-1,False
226,VC-LAR-5,FL-LAR-5,False
227,FL-LAR-1,VC-LAR-1,False
227,FL-LAR-13,HC-LAR-5,False
227,FL-LAR-5,HC-LAR-1,False
227,HC-LAR-1,FL-LAR-13,False
227,HC-LAR-13,HC-LAR-13,True
227,HC-LAR-5,FL-LAR-1,False
227,VC-LAR-1,FL-LAR-5,False
227,VC-LAR-13,VC-LAR-5,False
227,VC-LAR-5,VC-LAR-13,False
228,FL-LAR-1,FL-LAR-1,True
228,FL-LAR-13,VC-LAR-1,False
228,FL-LAR-5,FL-LAR-13,False
228,HC-LAR-1,HC-LAR-13,False
228,HC-LAR-13,FL-LAR-5,False
228,HC-LAR-5,VC-LAR-5,False
228,VC-LAR-1,HC-LAR-5,False
228,VC-LAR-13,VC-LAR-13,True
228,VC-LAR-5,HC-LAR-1,False
229,FL-LAR-1,HC-LAR-13,False
229,FL-LAR-13,HC-LAR-5,False
229,FL-LAR-5,FL-LAR-5,True
229,HC-LAR-1,FL-LAR-13,False
229,HC-LAR-13,HC-LAR-1,False
229,HC-LAR-5,FL-LAR-1,False
229,VC-LAR-1,VC-LAR-1,True
229,VC-LAR-13,VC-LAR-5,False
229,VC-LAR-5,VC-LAR-13,False
230,FL-LAR-1,VC-LAR-1,False
230,FL-LAR-13,FL-LAR-5,False
230,FL-LAR-5,FL-LAR-13,False
230,HC-LAR-1,HC-LAR-5,False
230,HC-LAR-13,FL-LAR-1,False
230,HC-LAR-5,HC-LAR-13,False
230,VC-LAR-1,VC-LAR-5,False
230,VC-LAR-13,HC-LAR-1,False
230,VC-LAR-5,VC-LAR-13,False
231,FL-LAR-1,HC-LAR-1,False
231,FL-LAR-13,VC-LAR-1,False
231,FL-LAR-5,HC-LAR-13,False
231,HC-LAR-1,FL-LAR-5,False
231,HC-LAR-13,FL-LAR-13,False
231,HC-LAR-5,VC-LAR-13,False
231,VC-LAR-1,HC-LAR-5,False
231,VC-LAR-13,FL-LAR-1,False
231,VC-LAR-5,VC-LAR-5,True
232,FL-LAR-1,VC-LAR-1,False
232,FL-LAR-13,VC-LAR-13,False
232,FL-LAR-5,FL-LAR-13,False
232,HC-LAR-1,FL-LAR-5,False
232,HC-LAR-13,HC-LAR-1,False
232,HC-LAR-5,HC-LAR-13,False
232,VC-LAR-1,FL-LAR-1,False
232,VC-LAR-13,HC-LAR-5,False
232,VC-LAR-5,VC-LAR-5,True
233,FL-LAR-1,FL-LAR-13,False
233,FL-LAR-13,HC-LAR-5,False
233,FL-LAR-5,VC-LAR-13,False
233,HC-LAR-1,FL-LAR-1,False
233,HC-LAR-13,VC-LAR-1,False
233,HC-LAR-5,HC-LAR-1,False
233,VC-LAR-1,HC-LAR-13,False
233,VC-LAR-13,FL-LAR-5,False
233,VC-LAR-5,VC-LAR-5,True
234,FL-LAR-1,VC-LAR-5,False
234,FL-LAR-13,VC-LAR-1,False
234,FL-LAR-5,HC-LAR-5,False
234,HC-LAR-1,FL-LAR-13,False
234,HC-LAR-13,HC-LAR-1,False
234,HC-LAR-5,VC-LAR-13,False
234,VC-LAR-1,HC-LAR-13,False
234,VC-LAR-13,FL-LAR-5,False
234,VC-LAR-5,FL-LAR-1,False
235,FL-LAR-1,FL-LAR-1,True
235,FL-LAR-13,VC-LAR-5,False
235,FL-LAR-5,VC-LAR-1,False
235,HC-LAR-1,VC-LAR-13,False
235,HC-LAR-13,FL-LAR-13,False
235,HC-LAR-5,HC-LAR-5,True
235,VC-LAR-1,HC-LAR-13,False
235,VC-LAR-13,HC-LAR-1,False
235,VC-LAR-5,FL-LAR-5,False
236,FL-LAR-1,HC-LAR-13,False
236,FL-LAR-13,FL-LAR-1,False
236,FL-LAR-5,VC-LAR-13,False
236,HC-LAR-1,HC-LAR-5,False
236,HC-LAR-13,HC-LAR-1,False
236,HC-LAR-5,FL-LAR-5,False
236,VC-LAR-1,VC-LAR-5,False
236,VC-LAR-13,FL-LAR-13,False
236,VC-LAR-5,VC-LAR-1,False
237,FL-LAR-1,VC-LAR-13,False
237,FL-LAR-13,VC-LAR-1,False
237,FL-LAR-5,HC-LAR-5,False
237,HC-LAR-1,FL-LAR-1,False
237,HC-LAR-13,FL-LAR-5,False
237,HC-LAR-5,VC-LAR-5,False
237,VC-LAR-1,HC-LAR-13,False
237,VC-LAR-13,FL-LAR-13,False
237,VC-LAR-5,HC-LAR-1,False
238,FL-LAR-1,HC-LAR-13,False
238,FL-LAR-13,VC-LAR-5,False
238,FL-LAR-5,FL-LAR-13,False
238,HC-LAR-1,VC-LAR-13,False
238,HC-LAR-13,HC-LAR-5,False
238,HC-LAR-5,VC-LAR-1,False
238,VC-LAR-1,HC-LAR-1,False
238,VC-LAR-13,FL-LAR-1,False
238,VC-LAR-5,FL-LAR-5,False
239,FL-LAR-1,HC-LAR-5,False
239,FL-LAR-13,HC-LAR-1,False
239,FL-LAR-5,VC-LAR-1,False
239,HC-LAR-1,HC-LAR-13,False
239,HC-LAR-13,FL-LAR-1,False
239,HC-LAR-5,VC-LAR-5,False
239,VC-LAR-1,FL-LAR-5,False
239,VC-LAR-13,VC-LAR-13,True
239,VC-LAR-5,FL-LAR-13,False
240,FL-LAR-1,VC-LAR-5,False
240,FL-LAR-13,FL-LAR-13,True
240,FL-LAR-5,HC-LAR-5,False
240,HC-LAR-1,FL-LAR-1,False
240,HC-LAR-13,FL-LAR-5,False
240,HC-LAR-5,HC-LAR-1,False
240,VC-LAR-1,HC-LAR-13,False
240,VC-LAR-13,VC-LAR-13,True
240,VC-LAR-5,VC-LAR-1,False
241,FL-LAR-1,HC-LAR-5,False
241,FL-LAR-13,FL-LAR-5,False
241,FL-LAR-5,FL-LAR-1,False
241,HC-LAR-1,HC-LAR-13,False
241,HC-LAR-13,FL-LAR-13,False
241,HC-LAR-5,VC-LAR-1,False
241,VC-LAR-1,HC-LAR-1,False
241,VC-LAR-13,VC-LAR-5,False
241,VC-LAR-5,VC-LAR-13,False
242,FL-LAR-1,VC-LAR-1,False
242,FL-LAR-13,HC-LAR-13,False
242,FL-LAR-5,VC-LAR-5,False
242,HC-LAR-1,FL-LAR-1,False
242,HC-LAR-13,HC-LAR-5,False
242,HC-LAR-5,FL-LAR-5,False
242,VC-LAR-1,FL-LAR-13,False
242,VC-LAR-13,HC-LAR-1,False
242,VC-LAR-5,VC-LAR-13,False
243,FL-LAR-1,HC-LAR-5,False
243,FL-LAR-13,VC-LAR-5,False
243,FL-LAR-5,FL-LAR-13,False
243,HC-LAR-1,HC-LAR-1,True
243,HC-LAR-13,VC-LAR-1,False
243,HC-LAR-5,FL-LAR-1,False
243,VC-LAR-1,FL-LAR-5,False
243,VC-LAR-13,HC-LAR-13,False
243,VC-LAR-5,VC-LAR-13,False
244,FL-LAR-1,VC-LAR-5,False
244,FL-LAR-13,FL-LAR-1,False
244,FL-LAR-5,FL-LAR-5,True
244,HC-LAR-1,VC-LAR-13,False
244,HC-LAR-13,VC-LAR-1,False
244,HC-LAR-5,FL-LAR-13,False
244,VC-LAR-1,HC-LAR-13,False
244,VC-LAR-13,HC-LAR-1,False
244,VC-LAR-5,HC-LAR-5,False
245,FL-LAR-1,VC-LAR-1,False
245,FL-LAR-13,HC-LAR-13,False
245,FL-LAR-5,HC-LAR-5,False
245,HC-LAR-1,VC-LAR-5,False
245,HC-LAR-13,FL-LAR-13,False
245,HC-LAR-5,FL-LAR-1,False
245,VC-LAR-1,HC-LAR-1,False
245,VC-LAR-13,FL-LAR-5,False
245,VC-LAR-5,VC-LAR-13,False
246,FL-LAR-1,VC-LAR-5,False
246,FL-LAR-13,HC-LAR-1,False
246,FL-LAR-5,FL-LAR-13,False
246,HC-LAR-1,HC-LAR-13,False
246,HC-LAR-13,HC-LAR-5,False
246,HC-LAR-5,VC-LAR-13,False
246,VC-LAR-1,FL-LAR-1,False
246,VC-LAR-13,VC-LAR-1,False
246,VC-LAR-5,FL-LAR-5,False
247,FL-LAR-1,HC-LAR-5,False
247,FL-LAR-13,VC-LAR-1,False
247,FL-LAR-5,HC-LAR-1,False
247,HC-LAR-1,VC-LAR-5,False
247,HC-LAR-13,FL-LAR-5,False
247,HC-LAR-5,VC-LAR-13,False
247,VC-LAR-1,FL-LAR-13,False
247,VC-LAR-13,HC-LAR-13,False
247,VC-LAR-5,FL-LAR-1,False
248,FL-LAR-1,FL-LAR-1,True
248,FL-LAR-13,VC-LAR-5,False
248,FL-LAR-5,FL-LAR-13,False
248,HC-LAR-1,FL-LAR-5,False
248,HC-LAR-13,HC-LAR-5,False
248,HC-LAR-5,VC-LAR-1,False
248,VC-LAR-1,VC-LAR-13,False
248,VC-LAR-13,HC-LAR-13,False
248,VC-LAR-5,HC-LAR-1,False
249,FL-LAR-1,FL-LAR-13,False
249,FL-LAR-13,FL-LAR-5,False
249,FL-LAR-5,HC-LAR-5,False
249,HC-LAR-1,HC-LAR-1,True
249,HC-LAR-13,VC-LAR-13,False
249,HC-LAR-5,VC-LAR-1,False
249,VC-LAR-1,VC-LAR-5,False
249,VC-LAR-13,HC-LAR-13,False
249,VC-LAR-5,FL-LAR-1,False
250,FL-LAR-1,FL-LAR-5,False
250,FL-LAR-13,FL-LAR-1,False
250,FL-LAR-5,VC-LAR-1,False
250,HC-LAR-1,HC-LAR-13,False
250,HC-LAR-13,HC-LAR-1,False
250,HC-LAR-5,FL-LAR-13,False
250,VC-LAR-1,HC-LAR-5,False
250,VC-LAR-13,VC-LAR-5,False
250,VC-LAR-5,VC-LAR-13,False
251,FL-LAR-1,FL-LAR-13,False
251,FL-LAR-13,HC-LAR-13,False
251,FL-LAR-5,FL-LAR-5,True
251,HC-LAR-1,VC-LAR-13,False
251,HC-LAR-13,HC-LAR-5,False
251,HC-LAR-5,FL-LAR-1,False
251,VC-LAR-1,VC-LAR-1,True
251,VC-LAR-13,VC-LAR-5,False
251,VC-LAR-5,HC-LAR-1,False
252,FL-LAR-1,HC-LAR-13,False
252,FL-LAR-13,HC-LAR-5,False
252,FL-LAR-5,FL-LAR-5,True
252,HC-LAR-1,VC-LAR-1,False
252,HC-LAR-13,HC-LAR-1,False
252,HC-LAR-5,FL-LAR-13,False
252,VC-LAR-1,FL-LAR-1,False
252,VC-LAR-13,VC-LAR-13,True
252,VC-LAR-5,VC-LAR-5,True
253,FL-LAR-1,FL-LAR-5,False
253,FL-LAR-13,FL-LAR-1,False
253,FL-LAR-5,FL-LAR-13,False
253,HC-LAR-1,HC-LAR-1,True
253,HC-LAR-13,HC-LAR-5,False
253,HC-LAR-5,HC-LAR-13,False
253,VC-LAR-1,VC-LAR-13,False
253,VC-LAR-13,VC-LAR-1,False
253,VC-LAR-5,VC-LAR-5,True
254,FL-LAR-1,FL-LAR-1,True
254,FL-LAR-13,HC-LAR-1,False
254,FL-LAR-5,VC-LAR-1,False
